"","chromosome","genesymbol","position","clustersize"
"1166576","chrX","RRAGB",55731517,1
"1166577","chrX",NA,56397378,1
"1166578","chrX","UBQLN2",56566537,1
"1166580","chrX","NBDY",56817701,2
"1166584","chrX",NA,68398997,1
"1166585","chrX","YIPF6",68537296,1
"1167159","chrX","MED12",71140655,1
"1167160","chrX","NONO",71290652,2
"1167162","chrX","NONO",71294349,1
"1167164","chrX","NONO",71312979,1
"1167165","chrX",NA,71313978,1
"1167167","chrX","TAF1",71420494,1
"1167168","chrX","OGT",71574802,1
"1167169","chrX","GCNA",71613383,1
"1167171","chrX",NA,71745190,1
"1167276","chrX","TOMM20P4",73224022,2
"1167287","chrX","SEPHS1P4",73769986,1
"1167344","chrX","FABP5P15",77781471,1
"1167357","chrX","PGK1",78122892,1
"1167361","chrX","PGK1",78123215,1
"1167362","chrX","PGK1",78114133,1
"1167365","chrX","PGK1",78125982,1
"1167366","chrX","PGK1",78122933,3
"1167368","chrX","PGK1",78181605,1
"1167380","chrX",NA,79252205,2
"1167383","chrX","VDAC1P1",80930687,1
"1167391","chrX","VDAC1P1",80929833,1
"1167424","chrX","VDAC1P1",80930438,1
"1167434","chrX","SH3BGRL",81223691,1
"1167435","chrX","TEX16P",84757679,1
"1167436","chrX","CENPI",101098540,1
"1167437","chrX",NA,101395768,512
"1167494","chrX","RPL36A-HNRNPH2",101391562,2
"1167555","chrX","RPL36A-HNRNPH2",101418802,1
"1167578","chrX",NA,101598654,31
"1167585","chrX","TMSB15B",103978356,1
"1167590","chrX","IL1RAPL2",105407167,1
"1167593","chrX","RNF128",106706406,1
"1167596","chrX","GTF3C6P2",107184833,1
"1167604","chrX","PRPS1",107630220,1
"1167605","chrX",NA,107677470,1
"1167606","chrX","ATG4A",108154201,1
"1167607","chrX","ATG4A",108154169,2
"1167609","chrX",NA,109594772,1
"1167610","chrX",NA,110346844,1
"1167611","chrX",NA,111624337,1
"1167612","chrX","ALG13",111688140,1
"1167613","chrX","PGRMC1",119244455,1
"1167625","chrX","SLC25A5",119471414,1
"1167630","chrX","UBE2A",119583376,1
"1167631","chrX","UBE2A",119584454,1
"1167632","chrX","LOC107985694",119798947,1
"1167640","chrX",NA,120534522,2
"1167641","chrX","MCTS1",120608272,1
"1167642","chrX","MCTS1",120608307,1
"1167643","chrX","MCTS1",120617867,1
"1167766","chrX",NA,123726358,1
"1167788","chrX","MTCO1P53",126472552,1
"1167789","chrX","MTND4LP1",126473084,1
"1167790","chrX","RPS26P56",129424816,1
"1167791","chrX","SASH3",129794533,1
"1167792","chrX",NA,130258152,1
"1167797","chrX",NA,133671400,729
"1167986","chrX","PHF6",134475067,1
"1167990","chrX","PABIR3",134807342,1
"1167991","chrX","PABIR3",134808999,1
"1167992","chrX","LINC00892",136639735,1
"1167993","chrX","LINC00892",136642413,1
"1167997","chrX","CD40LG",136648382,2
"1168008","chrX","CD40LG",136659077,1
"1168038","chrX",NA,136876563,1
"1168074","chrX","VMA21",151405149,1
"1168075","chrX","VMA21",151405172,1
"1168076","chrX",NA,151415752,1
"1168077","chrX","NSDHL",152869028,1
"1168078","chrX","NSDHL",152846303,1
"1168082","chrX",NA,153702067,1
"1168101","chrX","CYCSP45",153841567,1
"1168103","chrX","CYCSP45",153841943,1
"1168110","chrX",NA,154400817,1427
"1168117","chrX","RPL10",154398507,1
"1168335","chrX","GDI1",154440162,1
"1168364","chrX","VAMP7",155942438,1
"1168372","chrX","IL9R",156010815,1
"1168377","chrY","PLCXD1_1",293484,3
"1168387","chrY",NA,1237791,1
"1168390","chrY","LOC105379413_1",1783203,1
"1168391","chrY","MIR6089_1",2664257,1
"1168394","chrY","CD99_1",2741071,1
"1168395","chrY","CD99_1",2733668,1
"1168413","chrY",NA,10622344,1
"1168420","chrY","PSMA6P1",13286667,1
"1168421","chrY","PSMA6P1",13287422,1
"1168429","chrY",NA,15566773,1
"1168430","chrY",NA,17285124,1
"1168437","chrY","VAMP7_1",57128958,1
"1168445","chrY","IL9R_1",57197335,1
"1168462","chr1","WASH7P",26670,1
"1168463","chr1","LOC124900384",134920,1
"1168466","chr1","WASH9P",197192,1
"1168467","chr1",NA,258250,3
"1168470","chr1","RPL23AP21",258347,1
"1168479","chr1",NA,629948,2
"1168527","chr1",NA,630999,3
"1168602","chr1","MIR12136",632707,1
"1168608","chr1",NA,633151,3
"1168627","chr1",NA,634257,1
"1168641","chr1",NA,1060958,1
"1168642","chr1","C1orf159",1103987,2
"1168644","chr1","TNFRSF4",1211326,1
"1168648","chr1","AURKAIP1",1373763,1
"1168654","chr1","MRPL20",1402018,1
"1168655","chr1","MRPL20",1402060,2
"1168666","chr1",NA,1496033,1
"1168673","chr1","CDK11A",1702732,2
"1168676","chr1","GNB1",1785334,1
"1168677","chr1","GNB1",1785804,1
"1168679","chr1","CEP104",3812038,1
"1168680","chr1",NA,6100886,2
"1168826","chr1","TNFRSF9",7916765,1
"1168827","chr1","TNFRSF9",7916809,1
"1168828","chr1","TNFRSF9",7916864,1
"1168830","chr1","TNFRSF9",7917866,1
"1168831","chr1","TNFRSF9",7918081,1
"1168832","chr1","TNFRSF9",7920223,1
"1168833","chr1","TNFRSF9",7920320,1
"1168834","chr1","TNFRSF9",7920438,1
"1168837","chr1","TNFRSF9",7933108,1
"1168838","chr1",NA,8088513,1
"1168839","chr1","RERE",8777534,1
"1168840","chr1","RERE",8817466,1
"1168841","chr1",NA,8832916,1
"1168878","chr1","ENO1",8861072,1
"1168879","chr1","ENO1",8861372,1
"1168880","chr1","ENO1",8863925,1
"1168881","chr1","ENO1",8866353,2
"1168897","chr1","ENO1",8874869,1
"1168901","chr1","LOC112268261",8907667,1
"1168902","chr1",NA,8957992,2
"1168914","chr1","LZIC",9930276,1
"1168915","chr1",NA,10446639,1
"1168917","chr1","DFFA",10461250,1
"1168918","chr1","DFFA",10461310,1
"1168919","chr1","DFFA",10462889,5
"1168923","chr1","CFL1P6",10991623,1
"1168925","chr1","CASP9",15492431,1
"1168926","chr1",NA,15555027,1
"1168927","chr1",NA,15569625,1
"1168928","chr1","AGMAT",15571590,1
"1168929","chr1","AGMAT",15572740,1
"1168930","chr1","AGMAT",15573133,1
"1168969","chr1","UQCRHL",15807328,2
"1168970","chr1","UQCRHL",15807398,1
"1169007","chr1","RPL22P3",16369146,1
"1169048","chr1","EIF1AXP1",16685927,1
"1169049","chr1","SDHB",17018736,3
"1169050","chr1","SDHB",17018790,1
"1169056","chr1",NA,19063703,1
"1169057","chr1","EMC1",19218221,1
"1169059","chr1",NA,19252416,1
"1169060","chr1","AKR7A2",19303977,1
"1169073","chr1","CAPZB",19357530,1
"1169077","chr1","PINK1-AS",20645826,1
"1169102","chr1","DDOST",20652493,1
"1169103","chr1","DDOST",20656097,1
"1169105","chr1","HP1BP3",20742705,1
"1169106","chr1","HP1BP3",20743226,1
"1169107","chr1","HP1BP3",20744061,1
"1169108","chr1",NA,22086680,1
"1169112","chr1",NA,22092604,1
"1169113","chr1","HNRNPR",23318570,1
"1169114","chr1","HNRNPR",23324726,1
"1169115","chr1","SRSF10",23967553,1
"1169116","chr1","SRSF10",23970740,2
"1169118","chr1","SRSF10",23978593,2
"1169119","chr1","SRSF10",23980191,1
"1169120","chr1","IFNLR1",24156459,1
"1169122","chr1","RUNX3",24924676,1
"1169130","chr1","RSRP1",25294414,1
"1169131","chr1",NA,25340477,1
"1169176","chr1","STMN1",25901530,2
"1169177","chr1","STMN1",25903719,2
"1169178","chr1","PAFAH2",25960770,1
"1169179","chr1","GPATCH3",26890505,1
"1169180","chr1","NR0B2",26911490,1
"1169182","chr1",NA,27864052,1
"1169216","chr1","RPA2",27914435,1
"1169217","chr1","EYA3",28087336,1
"1169273","chr1","SPCS2P4",28096204,1
"1169276","chr1",NA,28239497,1
"1169281","chr1","TAF12",28603542,2
"1169283","chr1","TAF12",28605372,2
"1169286","chr1","TAF12",28621959,1
"1169287","chr1","SRSF4",29147754,1
"1169288","chr1","MATN1",30717643,1
"1169290","chr1","LAPTM5",30739833,1
"1169292","chr1","SNRNP40",31259592,1
"1169295","chr1","PEF1",31630076,1
"1169296","chr1","PTP4A2",31906635,1
"1169298","chr1",NA,32195956,1
"1169299","chr1","ZBTB8OS",32621768,2
"1169304","chr1","ZBTB8OS",32621919,1
"1169305","chr1","ZBTB8OS",32650445,1
"1169310","chr1","YARS1",32810369,1
"1169311","chr1","RNF19B",32951220,1
"1169314","chr1","AK2",33018275,1
"1169320","chr1","ZMYM6",35017886,1
"1169321","chr1",NA,35079245,1
"1169323","chr1",NA,35582454,1
"1169325","chr1","PSMB2",35601919,1
"1169326","chr1","PSMB2",35603150,1
"1169327","chr1","PSMB2",35636383,1
"1169328","chr1","CLSPN",35764564,1
"1169334","chr1",NA,36388794,1
"1169353","chr1","MRPS15",36464173,1
"1169354","chr1","CSF3R",36474998,1
"1169355","chr1",NA,37488728,1
"1169357","chr1","MEAF6",37514661,1
"1169358","chr1","SNIP1",37536561,1
"1169359","chr1","GNL2",37566682,1
"1169360","chr1","YRDC",37802974,1
"1169404","chr1","EIF1P2",38958087,1
"1169411","chr1",NA,40067690,2
"1169414","chr1","PPT1",40074058,1
"1169417","chr1","HIVEP3",41615695,1
"1169514","chr1","TMSB4XP1",42500224,1
"1169517","chr1",NA,42700812,3
"1169521","chr1","EBNA1BP2",43164276,2
"1169532","chr1","EBNA1BP2",43164410,1
"1169534","chr1","MED8",43383906,2
"1169539","chr1","MED8",43384946,1
"1169540","chr1","SLC6A9",43996506,1
"1169564","chr1","LOC100129492",44122151,1
"1169568","chr1",NA,44756895,1
"1169569","chr1",NA,44776502,1
"1170354","chr1","EIF2B3",44874562,1
"1170357","chr1","EIF2B3",44986493,1
"1170358","chr1","MRPS17P1",44991753,1
"1170359","chr1","MUTYH",45334416,1
"1170360","chr1",NA,45504817,1
"1170361","chr1",NA,45510682,1
"1170376","chr1","PRDX1",45511370,2
"1170377","chr1","PRDX1",45519023,1
"1170378","chr1","IPP",45749494,1
"1170379","chr1","TAL1",47228348,2
"1170381","chr1","STIL",47265268,2
"1170385","chr1","EPS15",51355252,1
"1170386","chr1","NRDC",51839848,1
"1170387","chr1","NRDC",51840257,1
"1170388","chr1","LOC100190934",52160242,2
"1170390","chr1",NA,52372180,1
"1170475","chr1","COA7",52687744,1
"1170476","chr1",NA,52746688,1
"1174836","chr1","MAGOH",53233615,1
"1174837","chr1","MAGOH",53235586,1
"1174838","chr1","NDC1",53767734,1
"1174839","chr1","YIPF1",53889244,1
"1174846","chr1","HNRNPA3P12",53975222,1
"1174857","chr1",NA,55215932,1
"1176144","chr1","AK2P1",58630883,1
"1176147","chr1",NA,61057625,1
"1176148","chr1","TM2D1",61681274,1
"1176152","chr1","ITGB3BP",63449360,1
"1176153","chr1","ITGB3BP",63454925,1
"1176154","chr1","ITGB3BP",63455860,1
"1176155","chr1","ITGB3BP",63461459,1
"1176156","chr1","ITGB3BP",63466092,1
"1176161","chr1",NA,67332523,1
"1176228","chr1","RPS7P4",68242946,1
"1176229","chr1","ANKRD13C",70274115,1
"1176230","chr1","NEGR1",71901667,1
"1176231","chr1","PIGK",77091726,1
"1176232","chr1","PIGK",77092150,1
"1176233","chr1","PIGK",77129465,1
"1176247","chr1","FUBP1",77964321,1
"1176250","chr1",NA,78004389,1
"1176251","chr1","GNG5",84500028,1
"1176253","chr1",NA,86850330,1
"1176255","chr1","SELENOF",86862600,1
"1176262","chr1","KYAT3",88982604,1
"1176267","chr1",NA,89051505,1
"1176268","chr1","GBP1",89053183,1
"1176269","chr1","GBP1",89056587,1
"1176270","chr1","GBP1",89062622,2
"1176272","chr1","GBP2",89108158,1
"1176277","chr1",NA,89737684,1
"1176296","chr1",NA,92074034,1
"1176297","chr1",NA,92472016,1
"1176298","chr1","DIPK1A",92847195,1
"1176299","chr1",NA,93364783,1
"1176301","chr1","ALG14",94982828,3
"1176302","chr1","ALG14",95037639,1
"1176303","chr1",NA,96632149,1
"1176648","chr1",NA,99824879,1
"1176649","chr1","SASS6",100083555,1
"1176650","chr1","HNRNPA1P68",100940651,1
"1176651","chr1","DPH5",100990041,1
"1176652","chr1",NA,101112131,1
"1180228","chr1","RPSAP19",101786419,3
"1180231","chr1","RPSAP19",101786988,1
"1180237","chr1","HENMT1",108648317,6
"1180238","chr1","WDR47",108986843,1
"1180253","chr1","DRAM2",111117171,1
"1180255","chr1","DENND2D",111193921,1
"1180256","chr1","DENND2D",111195681,1
"1180257","chr1","TMIGD3",111523922,1
"1180259","chr1",NA,113509675,1
"1180262","chr1","BCAS2",114575571,1
"1180268","chr1",NA,116774868,1
"1180269","chr1","FTH1P22",116774889,1
"1180270","chr1",NA,116874501,1
"1180283","chr1","PNRC2P1",117777084,1
"1180284","chr1","PNRC2P1",117777134,1
"1180292","chr1","PNRC2P1",117778492,2
"1180293","chr1","WARS2",119032691,1
"1180355","chr1",NA,120267495,1
"1180360","chr1",NA,120853938,1
"1180361","chr1",NA,120859544,1
"1180362","chr1","H3P4",121116800,1
"1180363","chr1","H3P4",121116950,1
"1180365","chr1","FAM72B",121167800,3
"1180370","chr1","H2BP2",143904161,1
"1180371","chr1","H2BP2",143904311,1
"1180372","chr1","FAM72C",143955444,3
"1180377","chr1","FAM72C",143971665,1
"1180380","chr1","NBPF15",144421390,1
"1180382","chr1","NBPF15",144456548,1
"1180403","chr1","NBPF20",145290057,1
"1180404","chr1","NBPF20",145420499,1
"1180405","chr1",NA,145847084,1
"1180406","chr1","RBM8A",145921579,1
"1180417","chr1","RBM8A",145926151,2
"1180422","chr1","RNVU1-6",146052052,1
"1180424","chr1","SEC22B4P",146320905,1
"1180434","chr1",NA,147072412,1
"1180456","chr1","FMO5",147203409,1
"1180457","chr1","ACP6",147647388,1
"1180458","chr1","NBPF11",148102046,1
"1180462","chr1","LINC01138",148433679,1
"1180479","chr1","NBPF9",149054190,1
"1180480","chr1","NBPF9",149098449,1
"1180482","chr1","H2BC18",149811881,1
"1180483","chr1","H2BC18",149812031,1
"1180493","chr1","H2AC18",149842544,1
"1180494","chr1","H4C15",149849915,1
"1180495","chr1","H4C15",149850036,1
"1180515","chr1","ANP32E",150229072,1
"1180518","chr1","LOC105371434",150293302,1
"1180519","chr1","ADAMTSL4-AS1",150574577,1
"1180536","chr1","ENSA",150626542,1
"1180537","chr1","ENSA",150627058,2
"1180539","chr1",NA,150638665,1
"1180540","chr1","CTSS",150751012,2
"1180542","chr1","CTSS",150751243,1
"1180543","chr1","CERS2",150965173,1
"1180546","chr1",NA,151121434,2
"1180548","chr1","POGZ",151422065,1
"1180551","chr1","S100A10",151982985,1
"1180560","chr1","S100A8",153390019,1
"1180604","chr1","RAB13",153981633,1
"1180605","chr1","NUP210L",154143196,1
"1180614","chr1","TPM3",154156511,1
"1180619","chr1","TPM3",154167465,1
"1180629","chr1","C1orf43",154211752,1
"1180630","chr1","C1orf43",154211850,1
"1180631","chr1","C1orf43",154212226,1
"1180632","chr1",NA,154257386,1
"1180633","chr1",NA,154259999,1
"1180698","chr1","PSMD8P1",154414251,1
"1180699","chr1",NA,154439327,4
"1180713","chr1","SCAMP3",155260551,1
"1180718","chr1","LOC100419798",155626821,1
"1180719","chr1","LOC100419798",155627430,1
"1180721","chr1","YY1AP1",155679107,1
"1180722","chr1","GON4L",155832935,1
"1180723","chr1","GON4L",155850680,1
"1180724","chr1","ARHGEF2",155946737,1
"1180743","chr1","CCT3",156320840,1
"1180744","chr1","CCT3",156334762,1
"1180749","chr1","MRPL24",156737363,1
"1180753","chr1",NA,156786874,1
"1180754","chr1","SH2D2A",156809434,1
"1180755","chr1","SH2D2A",156809766,2
"1180757","chr1","SH2D2A",156815149,1
"1180758","chr1","SH2D2A",156816122,1
"1180759","chr1","SH2D2A",156816239,1
"1180763","chr1","SMU1P1",157060350,1
"1180777","chr1","TAGLN2",159918622,1
"1180778","chr1","PIGM",160029778,1
"1180787","chr1","SLAMF1",160610334,2
"1181012","chr1","CD48",160704218,1
"1181015","chr1","USF1",161039332,1
"1181019","chr1","PFDN2",161100616,1
"1181023","chr1","DEDD",161122005,1
"1181025","chr1",NA,161320830,1
"1181026","chr1",NA,161427092,2
"1181060","chr1","RPL31P11",161685059,2
"1181062","chr1",NA,161749426,1
"1181064","chr1","TMCO1",165727489,1
"1181075","chr1","LOC284685",166277312,1
"1181076","chr1","LOC284685",166277499,1
"1181077","chr1","GPA33",167074907,1
"1181079","chr1","CD247",167431524,3
"1181081","chr1","CD247",167435398,1
"1181082","chr1","CD247",167512023,1
"1181083","chr1","CD247",167518407,1
"1181084","chr1","MPC2",167917641,1
"1181086","chr1",NA,168225444,1
"1181097","chr1","LINC00970",168939534,1
"1181103","chr1","SELL",169710387,1
"1181104","chr1","METTL18",169792546,2
"1181106","chr1","SCYL3",169853074,1
"1181107","chr1",NA,171269477,1
"1181129","chr1","RPL4P3",171684324,1
"1181130","chr1",NA,173795978,1
"1181131","chr1","CENPL",173823899,1
"1181153","chr1","GAS5",173864837,1
"1181154","chr1","RPL30P1",174090146,1
"1181177","chr1","RGS8",182713848,1
"1181187","chr1","IVNS1ABP",185297788,2
"1181188","chr1","IVNS1ABP",185307530,1
"1181189","chr1","TPR",186371009,1
"1181190","chr1","UCHL5",193015585,1
"1181192","chr1",NA,193142014,1
"1181193","chr1","ASPM",197084187,1
"1181194","chr1","KIF14",200617716,1
"1181196","chr1","CSRP1",201490177,1
"1181197","chr1",NA,201969527,1
"1181198","chr1","ARL8A",202133412,2
"1181199","chr1","PTPN7",202147693,1
"1181200","chr1","UBE2T",202331639,2
"1181209","chr1","UBE2T",202335646,1
"1181419","chr1","KDM5B",202767229,1
"1181420","chr1","RABIF",202880436,2
"1181421","chr1","RABIF",202880529,1
"1181428","chr1","LOC100131747",203353289,1
"1181429","chr1","RPL35AP5",203835603,1
"1181449","chr1","LRRN2",204638403,1
"1181450","chr1","NUCKS1",205717509,1
"1181451","chr1","NUCKS1",205718446,1
"1181455","chr1","FAM72A",206186336,3
"1181460","chr1","FAM72A",206202549,1
"1181461","chr1","EIF2D",206586879,1
"1181463","chr1","EIF2D",206602369,1
"1181464","chr1","RPS14P1",206696110,1
"1181471","chr1",NA,210348223,1
"1181472","chr1","INTS7",211967540,1
"1181473","chr1","RPL21P28",212051432,1
"1183277","chr1","EPRS1",220046343,2
"1183279","chr1","BPNT1",220057537,1
"1183314","chr1","RAB3GAP2",220148279,1
"1183319","chr1","LOC107985098",222641737,1
"1183321","chr1","PHB1P11",223856402,2
"1183336","chr1","WDR26",224385376,1
"1183338","chr1","RPL34P7",226188858,2
"1183340","chr1","ITPKB",226649868,1
"1183341","chr1","JMJD4",227731234,3
"1183350","chr1","RNA5S4",228617024,2
"1183365","chr1","NUP133",229486469,1
"1183366","chr1",NA,231016873,1
"1183761","chr1",NA,234880414,1
"1183762","chr1","TOMM20",235109354,1
"1183791","chr1","RBM34",235131905,1
"1183796","chr1","LYST",235661057,1
"1183797","chr1","LYST",235828629,1
"1183799","chr1","LYST",235829177,1
"1183800","chr1","LYST",235829359,1
"1183801","chr1","HEATR1",236550640,1
"1183802","chr1","MT1HL1",237004029,1
"1183803","chr1",NA,239704652,1
"1183814","chr1","CHRM3-AS2",239712100,1
"1183822","chr1","LINC01347",243081744,1
"1183823","chr1","AKT3",243499743,1
"1183827","chr1","HNRNPU",244853670,2
"1183829","chr1","HNRNPU",244854399,1
"1183833","chr1",NA,247201458,1
"1183841","chr2","LOC124907726",3568498,1
"1183847","chr2","GRASLND",6915260,1
"1183868","chr2",NA,10130898,1
"1183869","chr2","NOL10",10606978,1
"1183870","chr2","PDIA6",10783406,1
"1183873","chr2","PDIA6",10783908,1
"1183874","chr2","PDIA6",10787401,1
"1183876","chr2","PDIA6",10797101,1
"1183877","chr2","ROCK2",11337637,1
"1183878","chr2","NBAS",15166931,1
"1183879","chr2","NBAS",15306764,1
"1183880","chr2","TTC32",19896643,1
"1183899","chr2","ITSN2",24275712,1
"1183900","chr2","DTNB",25530785,1
"1183913","chr2","TRMT112P6",26028040,1
"1183914","chr2","HADHA",26204065,1
"1183920","chr2",NA,26779816,1
"1183922","chr2",NA,27041059,1
"1184012","chr2",NA,27084929,1
"1184013","chr2","PREB",27130768,2
"1184017","chr2","GTF3C2",27326350,1
"1184018","chr2",NA,27375202,1
"1184028","chr2",NA,28576264,1
"1184029","chr2",NA,31861893,1
"1184030","chr2",NA,31867621,1
"1184058","chr2","MEMO1",31868251,1
"1184059","chr2","DPY30",32011670,1
"1184063","chr2","DPY30",32024053,1
"1184064","chr2","DPY30",32029647,1
"1184067","chr2",NA,32916288,2
"1184069","chr2",NA,32916318,2
"1184075","chr2",NA,37930387,2
"1184077","chr2","CYP1B1",38071745,1
"1184085","chr2","SOS1",39051663,1
"1184086","chr2",NA,39930274,1
"1184109","chr2","RPS12P4",41850269,1
"1184113","chr2","LRPPRC",43888267,1
"1184114","chr2","LRPPRC",43896199,1
"1184115","chr2",NA,44827158,1
"1184116","chr2","SRBD1",45599679,1
"1184154","chr2","MCFD2",46907810,1
"1184155","chr2","STPG4",47138388,1
"1184166","chr2","STPG4",47140552,1
"1184189","chr2",NA,47410095,1
"1184530","chr2",NA,47788925,1
"1184531","chr2",NA,47801362,1
"1184532","chr2",NA,49229637,2
"1184539","chr2","NRXN1",50829517,3
"1184544","chr2","PNPT1",55636303,1
"1184545","chr2","FANCL",58187800,1
"1184546","chr2",NA,58447517,1
"1184548","chr2","LOC107985767",61761696,1
"1184558","chr2","CCT4",61888385,1
